smiles,BBBP,group
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,1,training
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,1,training
O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1,1,training
CC[C@H](NC(=O)c1c(OCCCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,training
CC#CC[C@@H](C)[C@@H](O)/C=C/[C@@H]1[C@@H]2C/C(=C\CCCC(=O)OCC(=O)c3ccccc3)C[C@@H]2C[C@H]1O,0,training
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,1,training
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]2(C)[C@@]1(O)C(=O)CO,1,training
CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@@H]2O,1,training
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,0,training
CCN(CC)c1cc(C)nc2ncnn12,1,training
CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,1,training
CC1(C)S[C@@H]2C(NC(=O)C(NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2C1C(=O)O,0,training
COC12C=CC3(CC1C(C)(C)O)[C@@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5,1,training
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0,training
COc1cc2c(cc1OC)C(c1ccccc1)CN(C)CC2,1,training
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CC(O)CC2,1,training
CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,1,training
O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,0,training
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,1,training
C[C@H](/C=C/[C@@H](C)C(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCCC21C,0,training
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0,training
O=c1cc(NC2CCN(Cc3ccc4c(c3)CCO4)CC2)c2cc(Cl)ccc2o1,0,training
CC1(C)S[C@@H]2C(/N=C/N3CCCCCC3)C(=O)N2C1C(=O)O,0,training
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0,training
CCCCCN[C@@]12C=CC(=O)C3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,1,training
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0,training
CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C,1,training
Nc1nc(=O)c2c([nH]1)NC[C@@H](CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,1,training
CC(C)(C)NC[C@@H](O)c1ccc(O)c(C(=O)O)c1,1,training
Cc1ccccc1C(OCCN(C)C)c1ccccc1,1,training
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)C(=O)C([N+](C)C)[C@@H]3[C@@H](O)[C@H]12,0,training
Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,0,training
O=[N+]([O-])c1nccn1CC(O)COCF,0,training
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,training
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1,training
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,0,training
C=CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0,training
CN1C(=O)C(NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,0,training
CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,1,training
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,1,training
CC(=O)S[C@@H]1C=C2CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,0,training
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,0,training
COC1=CC(=O)O[C@@H]1[C@@H](O)c1ccccc1Cl,1,training
Clc1ccc(C2C3CCC(C3)C23CCC(N2CCOCC2)=N3)cc1,1,training
CCc1c(C)[n+]([NH-])c(-c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12,1,training
CN1C(=O)NC(=O)[C@](C)(C2=CCCCC2)C1=O,1,training
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@H](C2)[N+](C)(C)CC3,0,training
CCNC(=O)C(C(N)=O)c1ccccc1,0,training
CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
N=c1nc2n(cc1F)[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O2,1,training
N[C@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,0,training
CC(C)(C)C1CCCCC1,1,training
CN(C)C1C(=O)C(C(=O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,training
CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3[C@@H](O)[C@@H]21,1,training
Nc1ncc2ncn(COCCO)c2n1,1,training
COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,training
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0,training
CC1(C)S[C@@H]2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,0,training
CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5,1,training
OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1,training
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1,training
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1,training
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0,training
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CSC12,0,training
Nc1ccc(C(=O)NCC(=O)O)cc1,0,training
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,1,training
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,training
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,0,training
C=CC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1,training
OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,1,training
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0,training
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,1,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21CC,0,training
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,0,training
C=C1c2cccc(O)c2C(=O)C2=C([O-])C3(O)C(=O)C(C(N)=O)C(=O)C([N+](C)C)[C@@H]3[C@H](O)[C@H]12,0,training
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1,training
CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,1,training
FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,1,training
C/C=C/C(=O)N(CC)c1ccccc1C,0,training
CCCCCCn1ccc(=O)c(O)c1C,1,training
NC(=O)c1cccnc1,1,training
CC(=O)C1CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1,training
CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,1,training
C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CCN3C[C@@H]4C[C@@H](CC)[C@@H]3C5(C(=O)OC)C4)C[C@@H]1C2C(=O)OC,0,training
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1,training
COc1ccc2c3c1OC1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1,training
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,1,training
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]2(C)C1C(=O)CO,1,training
CC(Cc1ccccc1)NN,1,training
CCCCCNCC(N)=O,1,training
COc1ccc2cc(C(C)C(=O)O)ccc2c1,0,training
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)C[S+]([O-])[C@H]12)c1csc(N)n1,0,training
COCCc1ccc(OCC(O)CNC(C)C)cc1,1,training
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0,training
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1,training
CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@H](O)[C@H]3C[C@@H]12,0,training
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0,training
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1,training
CC(C)n1c(/C=C/[C@@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1,training
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0,training
Cc1ccccc1-n1c(/C=C\c2ccccn2)nc2ccccc2c1=O,1,training
c1csc(Cc2ccccc2OCC2CNCCO2)c1,1,training
C=C1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,training
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O,1,training
O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,1,training
Cc1cn([C@@H]2C[C@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,0,training
COc1ccccc1OCC1CNC(=O)O1,1,training
CC(C(=O)c1ccccc1)N(C)C,1,training
CNCCc1ccccn1,1,training
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,0,training
Oc1ccc([C@H](O)[C@@H]2CCCCN2)cc1O,1,training
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1,training
C/C(=C\c1csc(C)n1)[C@H]1C[C@H]2OC2(C)CCC[C@@H](C)[C@@H](O)C(C)C(=O)C(C)(C)[C@H](O)CC(=O)N1,0,training
CN(C)CCCn1c(=O)c2ccccc2c2ccccc21,1,training
FC(F)(F)c1ccc(Cl)cc1,1,training
CN1CC(C)(C2=CCCCC2)C(=O)NC1=O,0,training
NCCc1nccs1,1,training
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,training
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0,training
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0,training
NC(Cc1c[nH]c2ccccc12)C(=O)O,1,training
Cc1c(O)c(=O)ccn1CCCO,0,training
O=C1CN=C(c2ccccc2)c2c(Cl)cccc2N1,1,training
CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,1,training
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0,training
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,1,training
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cc4cccs4)[C@H]3SC2)cc1,0,training
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0,training
CC12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1C[C@H](O)[C@@H]2O,0,training
C/C=C/C[C@@H](C)[C@@H](O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0,training
CC12CC[C@@H]3C4=C(CC[C@@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1)CC(=O)CC4,0,training
CCCN(CCc1cccs1)[C@@H]1CCc2c(O)cccc2C1,1,training
Nc1nc(Cl)nc2c1ncn2[C@H]1CC(O)[C@@H](CO)O1,1,training
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,training
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,1,training
COC(=O)C1=CO[C@H](C)[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,1,training
CN[C@@H](C)[C@H](O)c1ccccc1,0,training
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)[C@H]2SC1,0,training
ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,0,training
O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,0,training
CN1[C@@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,1,training
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,1,training
C(N=NC1=NCCN1)=c1c2ccccc2c(=CNNC2=NCCN2)c2ccccc12,0,training
CNC1CCc2ncsc2C1,1,training
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,1,training
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@@H]2O,1,training
COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,training
COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,0,training
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,1,training
CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,1,training
CC1(C)S[C@@H]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,0,training
Fc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,1,training
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,training
C1=CCC2=C3C(=NC2=C1)CCNC3Cc1ccccc1,1,training
CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,1,training
NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0,training
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,1,training
O=S(=O)(O)O[C@H]1[C@@H](O[C@@H]2CO[C@@H](O)[C@@H](OS(=O)(=O)O)[C@@H]2OS(=O)(=O)O)OC[C@@H](O)[C@H]1OS(=O)(=O)O,0,training
c1ccc(-c2nnc(N3CCN(c4ncccn4)CC3)cc2-c2ccncc2)cc1,0,training
NCCCS(=O)(=O)O,0,training
c1ccc2c(c1)CCCN2,1,training
O=C(O)C1C[C@H](CP(=O)(O)O)CCN1,1,training
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1,training
CC1(C)S[C@@H]2C(NC(=O)CCCC(N)C(=O)O)C(=O)N2C1C(=O)O,0,training
CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1,training
CO[C@H]1CCC[C@H]2C1=C(C(=O)O)N1C(=O)C([C@@H](C)O)[C@@H]21,0,training
N=C1Cc2ccccc2N(C(N)=O)c2ccccc21,1,training
CN1C(=O)CC(C)(c2ccccc2)C1=O,1,training
FCC(Cl)(Cl)Cl,0,training
C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,training
CC(C)CCOC(CN1CCCC1)c1ccccc1,1,training
CC(=O)OC1(C(C)=O)CC[C@@H]2C3=CC(Cl)=C4CC(=O)C5C[C@@H]5C4(C)[C@@H]3CCC21C,0,training
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,1,training
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,0,training
CC1(C)S[C@@H]2C(NC(=O)C(/N=C/c3ccco3)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0,training
CC(C)(Oc1ccccc1)C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,0,training
COc1cccc(C(=O)NC2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,1,training
c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,1,training
CC(=O)Nc1ccc(OC(=O)C2CCC(=O)N2)cc1,1,training
Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,1,training
CC1(C)S[C@@H]2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,0,training
CCc1c(O)c(=O)ccn1CC,1,training
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0,training
CC(N)Cc1ccccc1,1,training
COc1cc(N=S(C)(=O)O)ccc1[N]c1c2ccccc2nc2ccccc12,0,training
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CCC2C3CC=C4CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,1,training
CCS(=O)(=O)c1ccc(F)cc1,1,training
Clc1ccc([C@H](Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0,training
CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
c1ccc2c(c1)CCc1cccc3c1C2CN1CCCCC31,1,training
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,1,training
CCC1(C)CC(=O)NC(=O)C1,1,training
CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,1,training
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0,training
COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,training
Nc1cccc(-c2csc([N+][C-](N)N)n2)c1,0,training
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC=CC#N)C2SC1,0,training
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,1,training
Oc1nc(NC2CC2)oc1-c1ccccc1,1,training
CCNC1C2CCC(C2)C1c1ccccc1,1,training
CCOC1CC2(C)C(CCC3C4CCC(C(C)=O)C4(C)CC(N(C)C)C32)CC1O,1,training
CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,1,training
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,1,training
CC1(C)S[C@@H]2C(NC(=O)C(NS(=O)(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,0,training
CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,0,training
CC1(C)SC2C(N3C(=O)C(c4ccc(O)cc4)NC3(C)C)C(=O)N2C1C(=O)O,0,training
CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,1,training
CN1C(=O)CN(C(N)=O)C(c2ccccc2)c2cc(Cl)ccc21,1,training
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,1,training
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(=O)CO)C[C@@H]1O[C@H]1C[C@H](NC(=O)C(N)CC(C)C)[C@H](O)[C@H](C)O1)C3=O,0,training
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0,training
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,0,training
CNC([N+]C#N)NCCS[CH-]c1csc([N+][C-](N)N)n1,1,training
CN1C[C@H](CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1,training
COc1cccc(C(=O)CCN[C@@H](C)[C@@H](O)c2ccccc2)c1,1,training
CN=C(NC#N)Nc1cccc(-c2csc(=NC(=N)N)[nH]2)c1,0,training
CCOC(=O)C(N)/C=C(\C)CP(=O)(O)O,1,training
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1,training
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,1,training
C[n+]1c2n(c(=O)c3ccccc31)CCC1c3ccccc3NC21,1,training
CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,1,training
CC(=O)OCC1=COC(OC(=O)CC(C)(C)OC(C)=O)C2C1=CC(OC(=O)CC(C)C)C21CO1,1,training
CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,1,training
CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,1,training
C[N+][C@H]1[C@@H](O[C@@H]2[C@H](O[C@H]3[C@@H](O)[C@@H](O)[C@@H](N=C([N])N)[C@@H](O)[C@H]3N=C(N)N)O[C@H](C)C2(O)C=O)O[C@@H](CO)[C@@H](O)[C@H]1O,0,training
CCC(N)Cc1c[nH]c2ccccc12,1,training
C1CCCCC1,1,training
C=C1CC[C@@H](O)C/C1=C\C=C1/CCCC2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,0,training
Cc1nnc(SCC2=C(C(=O)OCc3oc(=O)oc3C)N3C(=O)C(NC(=O)C(OC(=O)C(C)N)c4ccccc4)C3SC2)s1,0,training
CC(=O)NCCCOc1cccc(CN2CCCCC2)c1,1,training
CN1CCC[C@@H](c2nc3ccccc3n2Cc2ccc(F)cc2)C1,1,training
CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,1,training
CCOC(=O)NNc1ccc(N(CC(C)O)C(C)C)nn1,0,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,0,training
CCCN(CCC)CCc1ccc2[nH]c(O)cc2c1,1,training
CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1,1,training
CNC1CCN2c3ccccc3CCc3cccc1c32,1,training
C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,1,training
CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,1,training
CC1(C)S[C@@H]2C(NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,0,training
COC1CCCC2C1=C(C(=O)O)N1C(=O)C(C(C)O)C21,0,training
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1,training
NNc1nncc2ccccc12,0,training
CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,1,training
C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,1,training
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,training
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,0,training
N=C(N)[N]CCN1CCCCCCC1,0,training
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,0,training
COc1ccc2c3c1OC1C(OC(=O)c4cccnc4)CCC4C(C2)N(C)CCC341,1,training
CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3,1,training
CC1(C)S[C@@H]2C(N3C(=O)C(c4ccc(O)cc4)NC3(C)C)C(=O)N2C1C(=O)O,0,training
C[C@@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,1,training
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0,training
